tweet_id,created_at,date,week,year,month,hour,weekday,period,username,platform,lang,location,hashtags,user_mentions,tweet_text_raw,text_clean,top_tfidf_term,likes,retweets,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment
1.32e+18,2020-10-11,2020-10-11,2020-10-05,2020,10,0,Sunday,Aug-Sep 2020,melissax1125,Twitter for iPhone,en,"New Jersey, USA",,DEADLINE,RT @DEADLINE: Twitter Flags President Donald Trump Tweet For Spreading COVID-19 Misinformation https://t.co/SDNFvxYm4x,rt USER twitter flag president donald trump tweet spreading NUMBER misinformation URL,twitter,0,95,0.6516782641410828,0.34019315242767334,0.008128509856760502,-0.6435497542843223,Negative
1404170000000000000,2021-06-13,2021-06-13,2021-06-07,2021,6,0,Sunday,Apr-Jun 2021,lastmangwiro2,Twitter Web App,en,Unknown,,DailyCaller,RT @DailyCaller: G-7 Nations Call For WHO-Led Investigation Into COVID-19 Origins In China https://t.co/6UNFiKG6wv,rt USER NUMBER nation call investigation NUMBER origin china URL,investigation,0,95,0.024091428145766258,0.9383650422096252,0.037543512880802155,0.013452084735035896,Neutral
1409130000000000000,2021-06-27,2021-06-27,2021-06-21,2021,6,0,Sunday,Apr-Jun 2021,airnews_agt,Twitter Web App,en,"Agartala, Tripura, India","IndiaFightsCorona, StaySafe",COVIDNewsByMIB,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 📍Daily New Cases vis-à-vis Daily Samples Tested (As on 27th June, 2021, Till 8:00 AM) ☑️#StaySafe…",rt USER indiafightscorona new case daily sample tested june NUMBER till NUMBER NUMBER,indiafightscorona,2,0,0.046297021210193634,0.9198707938194275,0.03383222967386246,-0.012464791536331177,Neutral
1389950126815390000,2021-05-05,2021-05-05,2021-05-03,2021,5,0,Wednesday,Apr-Jun 2021,dtcdar_rit,Twitter Web App,en,"Rochester, NY",,RITtigers,"RT @RITtigers: In order to provide the safest possible learning and living environment, RIT will require full COVID-19 vaccination for unde…",rt USER order provide safest possible learning living environment rit require full NUMBER vaccination,safest,0,2548,0.022404534742236137,0.8786404728889465,0.09895497560501099,0.07655044086277485,Neutral
1.26e+18,2020-05-24,2020-05-24,2020-05-18,2020,5,0,Sunday,Apr-Jun 2020,vatsalbrawat,Twitter for Android,en,Dehradun,,,Fighting COVID-19: India lends a helping hand to the African continent https://t.co/S3WqsMp1fQ via NaMo App https://t.co/htkzME9iU4,fighting NUMBER india lends helping hand african continent URL via namo app URL,namo,0,3363,0.008476775139570236,0.3463101387023926,0.6452131271362305,0.6367363519966602,Positive
1.31e+18,2020-10-07,2020-10-07,2020-10-05,2020,10,0,Wednesday,Aug-Sep 2020,amyhammondtep,Twitter for iPhone,en,"South East, England",,schoolsallexcel,RT @schoolsallexcel: FUNDING AVAILABLE: Recovery Covid-19 Literacy Fund for Surrey Schools. This SCC fund is accessible to all Surrey scho…,rt USER funding available recovery NUMBER literacy fund surrey school scc fund accessible surrey,fund,0,24,0.005016128532588482,0.7290347814559937,0.2659490704536438,0.2609329419210553,Neutral
1.31e+18,2020-09-19,2020-09-19,2020-09-14,2020,9,0,Saturday,Aug-Sep 2020,galancantu,Twitter for Android,en,Next to the ocean. Finally.,,merrionstreet,RT @merrionstreet: A National 5-Level Framework is now in place to help reduce the spread of COVID-19. Download or view the new Framework a…,rt USER national NUMBER framework place help reduce spread NUMBER download view new framework,framework,0,5343,0.016928885132074356,0.828331708908081,0.1547393500804901,0.13781046494841576,Neutral
1404180000000000000,2021-06-13,2021-06-13,2021-06-07,2021,6,0,Sunday,Apr-Jun 2021,adonicab,Microsoft Power Platform,en,Unknown,"AdonicaB, N3",,"As COVID-19 cases wane, vaccine-lagging areas still see risk https://t.co/S34OSg9jYZ #AdonicaB #N3",NUMBER case wane area still see risk URL adonicab,area,0,27,0.35763442516326904,0.6205011010169983,0.02186446264386177,-0.3357699625194073,Neutral
1409120000000000000,2021-06-27,2021-06-27,2021-06-21,2021,6,0,Sunday,Apr-Jun 2021,golancrush,Twitter Web App,en,Free,,,"As Brazil Tops 500,000 COVID-19 Deaths, Protesters Blame President https://t.co/UzeSdYIWjt",brazil top NUMBER NUMBER NUMBER death protester blame president URL,protester,0,0,0.7981459498405457,0.19587691128253937,0.005977149587124586,-0.7921688002534211,Negative
1.26e+18,2020-05-07,2020-05-07,2020-05-04,2020,5,0,Thursday,Apr-Jun 2020,ochere_,Twitter Web App,en,Kenya,,,"25 NEW COVID-19 cases bringing total number of cases to 607, 7 new recoveries making total recoveries to 197 . 3 more deaths (fatalities 29)",NUMBER new NUMBER case bringing total number case NUMBER NUMBER new recovery making total recovery NUMBER NUMBER death fatality NUMBER,number,0,563,0.4992658495903015,0.4721524715423584,0.028581652790308,-0.4706841967999935,Negative
1.31e+18,2020-10-08,2020-10-08,2020-10-05,2020,10,0,Thursday,Aug-Sep 2020,womensvoicemag,Hootsuite Inc.,en,Unknown,,,"As the world faced and continues to face the challenges of COVID-19, how are you feeling? Read more on how we can… https://t.co/CQNpn4Lxhu",world faced continues face challenge NUMBER feeling read URL,faced,0,22,0.09512947499752045,0.8399139046669006,0.06495662033557892,-0.03017285466194153,Neutral
1.32e+18,2020-10-17,2020-10-17,2020-10-12,2020,10,0,Saturday,Aug-Sep 2020,_alex__daniel_,Twitter for iPhone,en,Earth Prime,,,"It’s late in the day for this, but better late than never (this clown should still lose his job regardless). I use… https://t.co/5tOgewk7fh",late day better late never clown still lose job regardless URL,late,0,0,0.9192312359809875,0.0709780678153038,0.009790755808353424,-0.9094404801726341,Negative
1.32e+18,2020-10-11,2020-10-11,2020-10-05,2020,10,0,Sunday,Aug-Sep 2020,loriperkinsrab,Twitter Web App,en,New York City,,,"Grief. Rage. Action. Out of covid-19 loss, these women lead a new movement. https://t.co/j3SZhZizgn",grief rage action NUMBER loss woman lead new movement URL,rage,0,101,0.08883311599493027,0.5412434935569763,0.3699234127998352,0.28109029680490494,Neutral
1.26e+18,2020-05-24,2020-05-24,2020-05-18,2020,5,0,Sunday,Apr-Jun 2020,ann_e82,Twitter Web App,en,"England, United Kingdom",,SocialM85897394,RT @SocialM85897394: 1) You and your wife/husband have a 4 year old child. 2) You BOTH contract Covid-19 and you BOTH may die. 3) Your ONLY…,rt USER NUMBER NUMBER year old child NUMBER contract NUMBER may die NUMBER,number,0,12,0.8681400418281555,0.12496108561754227,0.006898917257785797,-0.8612411245703697,Negative
1409140000000000000,2021-06-27,2021-06-27,2021-06-21,2021,6,0,Sunday,Apr-Jun 2021,t_hattrem,Twitter for Android,en,"New York, USA","EU, Norway","SanninoEU, AmbHattrem",RT @SanninoEU: A pleasure to discuss with Norvegian @AmbHattrem on #EU and #Norway shared priorities. We are close allies on global challen…,rt USER pleasure discus norvegian USER eu norway shared priority close ally global,ally,0,138,0.0018725256668403745,0.052345529198646545,0.945781946182251,0.9439094205154106,Positive
1405620000000000000,2021-06-17,2021-06-17,2021-06-14,2021,6,0,Thursday,Apr-Jun 2021,pragmatiker11,Twitter Web App,en,Arctic Circle,,BusyDrT,RT @BusyDrT: What could possibly go wrong with a Self Spreading Vaccine? COVID-19 cure: Scientists plan to develop 'self-spreading' corona…,rt USER could possibly go wrong self spreading vaccine NUMBER cure scientist plan develop,develop,0,1,0.09022572636604309,0.7700197696685791,0.13975456357002258,0.04952883720397949,Neutral
1395776014458830000,2021-05-21,2021-05-21,2021-05-17,2021,5,0,Friday,Apr-Jun 2021,armaan_rm,Twitter for Android,en,"Patna, India",,natural8,"RT @natural8: Support us in our fight against Covid-19 in India For EVERY retweet, we will add on $1 to the relief fund For more info on…",rt USER support u fight NUMBER india every retweet add NUMBER relief fund info,info,0,52,0.012983466498553753,0.5446789264678955,0.4423375725746155,0.4293541060760617,Neutral
1394584334170950000,2021-05-18,2021-05-18,2021-05-17,2021,5,0,Tuesday,Apr-Jun 2021,apaari,Twitter Web App,en,Bangkok,"GREAT_IRRICourse, GREAT_IRRICourse",GREATAgResearch,RT @GREATAgResearch: Day 1 of the #GREAT_IRRICourse 2 in 2021 Vs Day 1 of the #GREAT_IRRICourse 1 in 2019 What has not changed at @GREATA…,rt USER day NUMBER NUMBER NUMBER v day NUMBER NUMBER NUMBER changed USER,day,0,2,0.019260412082076073,0.8494024872779846,0.13133706152439117,0.1120766494423151,Neutral
1.31e+18,2020-10-06,2020-10-06,2020-10-05,2020,10,0,Tuesday,Aug-Sep 2020,jockeyclub,Twitter Web App,en,"Lexington, Kentucky",,worldsbesthorse,RT @worldsbesthorse: The 54th IFHA Conference continues today with its virtual keynote address from Pete Giorgio and Alan Switzer from Delo…,rt USER ifha conference continues today virtual keynote address pete giorgio alan switzer,alan,0,16122,0.0030805524438619614,0.8765155673027039,0.120403952896595,0.11732340045273304,Neutral
1.3e+18,2020-08-22,2020-08-22,2020-08-17,2020,8,0,Saturday,Aug-Sep 2020,rulinda4mayor,Twitter for Android,en,"Entebbe, Uganda",,,"As we start our weekend, let's remember to take care and continue to fight the Corona Virus. In case you/your famil… https://t.co/fwVqXrQ8cN",start weekend let remember take care continue fight corona virus case URL,weekend,0,0,0.05192985385656357,0.6192561984062195,0.3288138806819916,0.276884026825428,Neutral
1387332021450570000,2021-04-28,2021-04-28,2021-04-26,2021,4,0,Wednesday,Apr-Jun 2021,dacadoo,Hootsuite Inc.,en,"Zürich, Boston, Sydney & Tokyo",,,Today is World Day for Safety and Health at Work! This day feels especially important in the face of the ongoing CO… https://t.co/dKCRyU08Z5,today world day safety health work day feel especially important face ongoing URL,day,0,0,0.0019406684441491961,0.02832353673875332,0.9697357416152954,0.9677950731711462,Positive
1.31e+18,2020-09-26,2020-09-26,2020-09-21,2020,9,0,Saturday,Aug-Sep 2020,daverpvb,Twitter for iPhone,en,Ponte Vedra,,GovRonDeSantis,"Who among us was not deeply moved when our governor, @GovRonDeSantis, spoke so eloquently about the toll of COVID-… https://t.co/XfZQ0PP6eN",among u deeply moved governor USER spoke eloquently toll URL,moved,0,1,0.044247712939977646,0.4860300123691559,0.4697222411632538,0.42547452822327614,Neutral
1396570503922460000,2021-05-23,2021-05-23,2021-05-17,2021,5,0,Sunday,Apr-Jun 2021,javisanmu,Twitter for Android,en,"Ammán, Reino Hachemita de Jord",,miquelroig,"RT @miquelroig: “Report says researchers went to hospital in November 2019, shortly before confirmed outbreak; Adds to calls for probe of w…",rt USER report say researcher went hospital november NUMBER shortly confirmed outbreak add call probe,probe,0,27,0.10644631832838058,0.8799708485603333,0.013582865707576275,-0.09286345262080431,Neutral
1.32e+18,2020-10-20,2020-10-20,2020-10-19,2020,10,0,Tuesday,Aug-Sep 2020,seayellowcab,Hootsuite Inc.,en,Greater Seattle,,SeattleMet,"If you're having trouble deciding whether or not to travel this holiday season, @SeattleMet has some helpful info t… https://t.co/thzeyatJr2",trouble deciding whether travel holiday season USER helpful info URL,trouble,0,0,0.017181076109409332,0.6001688241958618,0.38265013694763184,0.3654690608382225,Neutral
1.26e+18,2020-04-28,2020-04-28,2020-04-27,2020,4,0,Tuesday,Apr-Jun 2020,corelli36,Twitter for Android,en,"Dublin City, Ireland, Fr etc",,roinnslainte,RT @roinnslainte: Department of Health Covid 19 press briefing https://t.co/87MDSt9oA4,rt USER department health covid NUMBER press briefing URL,briefing,0,2,0.02074623666703701,0.9509504437446594,0.02830323576927185,0.00755699910223484,Neutral
1399820000000000000,2021-06-01,2021-06-01,2021-05-31,2021,6,0,Tuesday,Apr-Jun 2021,lordcoin,Twitter Web App,en,Sweden,,,$TMO - Moderna inks COVID-19 vaccine manufacturing agreement with Thermo Fisher https://t.co/wTQK9WvpQe,tmo moderna ink NUMBER vaccine manufacturing agreement thermo fisher URL,thermo,0,1,0.01380129437893629,0.9100112318992615,0.07618750631809235,0.062386211939156055,Neutral
1.31e+18,2020-09-15,2020-09-15,2020-09-14,2020,9,0,Tuesday,Aug-Sep 2020,nahmias,TweetDeck,en,"New York, USA",,"GannettAlbany, DRobinsonLoHud","RT @GannettAlbany: NY eases COVID-19 visitation at nursing homes, via @DRobinsonLoHud -- Visitors must present a negative COVID test with…",rt USER ny eas NUMBER visitation nursing home via USER visitor must present negative covid test,visitor,0,12768,0.012853331863880157,0.8998121023178101,0.08733450621366501,0.07448117434978485,Neutral
1.26e+18,2020-05-06,2020-05-06,2020-05-04,2020,5,0,Wednesday,Apr-Jun 2020,icallan,Twitter for iPhone,en,London,"media, Covid",,#media #Covid-19 could trigger 'media extinction event' in developing countries https://t.co/QyFbj6stj0,medium NUMBER could trigger medium extinction event developing country URL,medium,0,7,0.6054043173789978,0.3809274137020111,0.013668264262378216,-0.5917360531166196,Negative
1406320000000000000,2021-06-19,2021-06-19,2021-06-14,2021,6,0,Saturday,Apr-Jun 2021,mustafahirji,Twitter for Android,en,"Niagara, Ontario",,niagarahealth,"RT @niagarahealth: As Niagara continues vaccination efforts, remember to remain vigilant with following public health measures: 😷 Wear a…",rt USER niagara continues vaccination effort remember remain vigilant following public health measure wear,remain,0,235,0.06114194542169571,0.8710160255432129,0.067842036485672,0.006700091063976288,Neutral
1.31e+18,2020-09-30,2020-09-30,2020-09-28,2020,9,0,Wednesday,Aug-Sep 2020,patc63316307,Twitter for Android,en,London,,richardhorton1,"RT @richardhorton1: 5. Ensure universal access to tools to fight COVID-19—testing, medicines, and future vaccines.",rt USER NUMBER ensure universal access tool fight NUMBER testing medicine future vaccine,universal,0,247,0.02548414096236229,0.8243301510810852,0.15018564462661743,0.12470150366425514,Neutral
1.26e+18,2020-05-24,2020-05-24,2020-05-18,2020,5,0,Sunday,Apr-Jun 2020,fabiankowido,Twitter for Android,en,"Nairobi, Kenya",,mohamedkomz,RT @mohamedkomz: House Lannister really milking this Covid-19 thing for all it’s worth. From loans from every fucking multilateral bank on…,rt USER house lannister really milking NUMBER thing worth loan every fucking multilateral bank,worth,0,58487,0.8298545479774475,0.1563868224620819,0.013758644461631775,-0.8160959035158157,Negative
1395045308644530000,2021-05-19,2021-05-19,2021-05-17,2021,5,0,Wednesday,Apr-Jun 2021,sfchronicle,Twitter Web App,en,"San Francisco, CA",,dkopf,RT @dkopf: So how well do you actually understand how differently Covid-19 impacted communities? https://t.co/Gtca1n0jH6,rt USER well actually understand differently NUMBER impacted community URL,actually,0,2,0.05590079352259636,0.919835090637207,0.02426408976316452,-0.03163670375943184,Neutral
1.26e+18,2020-05-15,2020-05-15,2020-05-11,2020,5,0,Friday,Apr-Jun 2020,insan_jash5,Twitter for Android,en,Unknown,,ManSareen,"RT @ManSareen: Prevention is better then Cure, I guess this age old proverb was made for this day only as no cure is found so far to fight…",rt USER prevention better cure guess age old proverb made day cure found far,cure,0,0,0.47929736971855164,0.4601273238658905,0.06057532876729965,-0.418722040951252,Negative
1400200000000000000,2021-06-02,2021-06-02,2021-05-31,2021,6,0,Wednesday,Apr-Jun 2021,dftds_roa,Twitter for Android,en,"Seattle, WA",,,"It's so upsetting how hostile american cities are to the homeless, especially since covid-19. There are so few area… https://t.co/JuntAzfYaL",upsetting hostile american city homeless especially since NUMBER URL,homeless,0,1,0.9301431775093079,0.064970001578331,0.004886796232312918,-0.9252563812769949,Negative
1.31e+18,2020-10-06,2020-10-06,2020-10-05,2020,10,0,Tuesday,Aug-Sep 2020,maryruthedk,Twitter for Android,en,Ethereal Plane,,USATODAY,RT @USATODAY: USA TODAY is trying to track down anyone who has been potentially exposed to COVID-19 through contact with White House offici…,rt USER usa today trying track anyone potentially exposed NUMBER contact white house,usa,0,373,0.1018332839012146,0.8779075741767883,0.020259160548448563,-0.08157412335276604,Neutral
1.26e+18,2020-05-18,2020-05-18,2020-05-18,2020,5,0,Monday,Apr-Jun 2020,frankwinfield4,Twitter Web App,en,"Trowbridge, England",,herbivore_club,RT @herbivore_club: So someone ate an animal and we got a pandemic. Now we have people in meat plants spreading it to each other. When are…,rt USER someone ate animal got pandemic people meat plant spreading,meat,0,209,0.8705654144287109,0.12410122901201248,0.005333283916115761,-0.8652321305125952,Negative
1.3e+18,2020-09-01,2020-09-01,2020-08-31,2020,9,0,Tuesday,Aug-Sep 2020,hox00l0mnu7grxe,Twitter for Android,en,ประเทศไทย,,averymiddleeast,"RT @averymiddleeast: Create a back-to-school hygiene pack for your little ones. Fill it with hand sanitizer, a spare mask etc. Be sure to a…",rt USER create hygiene pack little one fill hand sanitizer spare mask etc sure,hygiene,0,1,0.01754608564078808,0.690658450126648,0.2917954623699188,0.27424937672913074,Neutral
1.3e+18,2020-08-26,2020-08-26,2020-08-24,2020,8,0,Wednesday,Aug-Sep 2020,_flateric,Twitter for iPhone,en,Unknown,,greg_doucette,RT @greg_doucette: You don't even have to take my word for it. The cops' own cheerleaders produce a handy list every year 54%+ of cop dea…,rt USER even take word cop cheerleader produce handy list every year NUMBER cop,cop,0,463,0.12414602935314178,0.6634435653686523,0.2124103307723999,0.08826430141925812,Neutral
1.26e+18,2020-05-14,2020-05-14,2020-05-11,2020,5,0,Thursday,Apr-Jun 2020,duncant1010,Twitter Web App,en,"Kelowna, BC",,globeandmail,RT @globeandmail: Toronto Zoo planning to reopen for ‘drive-thru’ visits as safe alternative in COVID-19 era https://t.co/PFkonmW8o9 @Globe…,rt USER toronto zoo planning reopen visit safe alternative NUMBER era URL USER,zoo,0,0,0.00797366164624691,0.8943800926208496,0.09764629602432251,0.0896726343780756,Neutral
1.31e+18,2020-09-27,2020-09-27,2020-09-21,2020,9,0,Sunday,Aug-Sep 2020,abusuha04062061,Twitter Web App,en,Unknown,,"mohdritz, BBCHindi, TwitterIndia, Twitter",RT @mohdritz: @BBCHindi @TwitterIndia @Twitter Kindly remove this image of Muslim girls. You are giving information on covid-19 and puttin…,rt USER USER USER USER kindly remove image muslim girl giving information NUMBER,image,0,18,0.7150474786758423,0.2773454189300537,0.0076070684008300304,-0.7074404102750123,Negative
1.26e+18,2020-05-23,2020-05-23,2020-05-18,2020,5,0,Saturday,Apr-Jun 2020,willie_grah,Twitter for Android,en,"Accra, Ghana",,,Exclusive: GFA proposing to play the league matches behind close doors after meeting the presidential commission o… https://t.co/8828oGkQMs,exclusive gfa proposing play league match behind close door meeting presidential commission URL,exclusive,0,83,0.018583888188004494,0.951321005821228,0.030095113441348076,0.011511225253343582,Neutral
1.31e+18,2020-10-03,2020-10-03,2020-09-28,2020,10,0,Saturday,Aug-Sep 2020,mousehole1,Twitter Web App,en,"Mousehole, Cornwall",,RespectIsVital,RT @RespectIsVital: Here is the predicted number of Daily COVID-19 cases from the COVID Symptoms Study App which has 4.2 million daily user…,rt USER predicted number daily NUMBER case covid symptom study app NUMBER million daily,daily,0,164,0.036535196006298065,0.9341970086097717,0.029267773032188416,-0.00726742297410965,Neutral
1405270000000000000,2021-06-16,2021-06-16,2021-06-14,2021,6,0,Wednesday,Apr-Jun 2021,arbelene,Twitter Web App,en,NW Ohio,,TomPelissero,@TomPelissero I lost 50 patients in a 10-week period last year. I still see patients in the hospital who have COVID… https://t.co/gaZYBF0Q0Z,USER lost NUMBER patient NUMBER period last year still see patient hospital URL,patient,0,1,0.8377664089202881,0.1541997343301773,0.00803380273282528,-0.8297326061874628,Negative
1.31e+18,2020-09-30,2020-09-30,2020-09-28,2020,9,0,Wednesday,Aug-Sep 2020,elisew00,Twitter for iPhone,en,New York,,,"Enjoyed a fantastic, relaxing weekend in Cape Cod with some fantastic people ☀️☀️ (I get tested for COVID-19 twice… https://t.co/y4OeqEm5zn",enjoyed fantastic relaxing weekend cape cod fantastic people get tested NUMBER URL,fantastic,0,0,0.002921936335042119,0.014842185191810131,0.9822359085083008,0.9793139721732587,Positive
1.31e+18,2020-09-30,2020-09-30,2020-09-28,2020,9,0,Wednesday,Aug-Sep 2020,zoomcare,Hootsuite Inc.,en,Pacific Northwest,,,Virtual visits with your regular doctor or a specialty clinic can be scheduled at your convenience—without sitting… https://t.co/Fs0h6pRbdW,virtual visit regular doctor specialty clinic scheduled convenience without URL,scheduled,0,67,0.006696443539112806,0.7980669140815735,0.1952366977930069,0.1885402542538941,Neutral
1389520345108020000,2021-05-04,2021-05-04,2021-05-03,2021,5,0,Tuesday,Apr-Jun 2021,himanshitaneja5,Twitter for Android,en,Unknown,"lockdown, nolockdown",ashukla09,RT @ashukla09: So this lockdown is like 🧐 “hey i want a cheese burger without cheese” #lockdown but #nolockdown,rt USER lockdown like hey want cheese burger without cheese lockdown nolockdown,lockdown,0,0,0.36215314269065857,0.6065954566001892,0.031251370906829834,-0.33090177178382874,Neutral
1.25e+18,2020-04-24,2020-04-24,2020-04-20,2020,4,0,Friday,Apr-Jun 2020,looklistenspeak,Twitter Web App,en,Unknown,,CailinasEirinn,"RT @CailinasEirinn: Oh look. The insurance company photocopy clerk is criticizing Dr. Tam, who holds these qualifications: (Go to 19:15)…",rt USER oh look insurance company photocopy clerk criticizing tam hold qualification go NUMBER NUMBER,oh,0,823,0.6890131235122681,0.3013426959514618,0.00964420847594738,-0.6793689150363207,Negative
1.27e+18,2020-06-07,2020-06-07,2020-06-01,2020,6,0,Sunday,Apr-Jun 2020,ke_updates,Twitter for Android,en,"Nairobi, Kenya",,,"NEW | Global covid-19 cases surge past 7M and over 400,000 deaths. Coronavirus status worldwide: 7,062,354 cases… https://t.co/lKX3lVulfn",new global NUMBER case surge past NUMBER NUMBER death coronavirus status worldwide NUMBER NUMBER NUMBER URL,number,0,304,0.6286724209785461,0.34820061922073364,0.023126892745494843,-0.6055455282330513,Negative
1.26e+18,2020-05-08,2020-05-08,2020-05-04,2020,5,0,Friday,Apr-Jun 2020,jayoung1892,Twitter for Android,en,"Manchester, CT",,TomthunkitsMind,RT @TomthunkitsMind: WHAT A GREAT IDEA - ELIMINATE HEALTHCARE IN THE MIDST OF A PANDEMIC. 'What we are doing is we want to terminate healt…,rt USER great idea eliminate healthcare midst pandemic want terminate,eliminate,0,64,0.02343427948653698,0.17267192900180817,0.8038938045501709,0.7804595250636339,Positive
1404160000000000000,2021-06-13,2021-06-13,2021-06-07,2021,6,0,Sunday,Apr-Jun 2021,m_az1zah,Twitter for Android,en,"Cape Town, South Africa",,medinterns,RT @medinterns: The more pressing concern is that doctors will not be allocated at all and endure another 6 months of unemployment while th…,rt USER pressing concern doctor allocated endure another NUMBER month unemployment,allocated,0,3,0.7950292229652405,0.19739224016666412,0.007578491233289242,-0.7874507317319512,Negative
1399101158392800000,2021-05-30,2021-05-30,2021-05-24,2021,5,0,Sunday,Apr-Jun 2021,newsfeedsmedia,Newsfeedsmedia,en,"Los Angeles, CA",,,South Korea says 1 million doses of J&amp;J COVID-19 vaccines to arrive this week from U.S. - Yahoo News https://t.co/ghNWb2lDfU,south korea say NUMBER million dos j amp j NUMBER vaccine arrive week yahoo news URL,korea,0,0,0.01699201576411724,0.9401829242706299,0.0428251251578331,0.02583310939371586,Neutral
1389128731055160000,2021-05-03,2021-05-03,2021-05-03,2021,5,0,Monday,Apr-Jun 2021,sknhealthcare,Twitter Web App,en,Unknown,COVID19,,The problems with the second wave are piling up as the symptoms of #COVID19 infections are strange and not common t… https://t.co/FFfiUYzKVO,problem second wave piling symptom infection strange common URL,strange,0,6,0.8421643376350403,0.15194809436798096,0.005887575447559357,-0.8362767621874809,Negative
1.32e+18,2020-10-13,2020-10-13,2020-10-12,2020,10,0,Tuesday,Aug-Sep 2020,jedidahlincoln,Twitter Web App,en,"Washington, D.C.",,,"Senate Majority Leader Mitch McConnell is scheduling a vote regarding a GOP COVID-19 relief bill, saying aid to har… https://t.co/czlWzB07QR",senate majority leader mitch mcconnell scheduling vote regarding gop NUMBER relief bill saying aid URL,regarding,0,11463,0.017179347574710846,0.9498694539070129,0.03295126184821129,0.015771914273500443,Neutral
1.26e+18,2020-04-28,2020-04-28,2020-04-27,2020,4,0,Tuesday,Apr-Jun 2020,ochsnercareers,Twitter Web App,en,Unknown,,OchsnerRads,"Thank you @OchsnerRads! ""So blessed to have amazing employees and team members! They are working shifts and locatio… https://t.co/tTfx7rBhYZ",thank USER blessed amazing employee team member working shift URL,blessed,0,1,0.0032102735713124275,0.00746770529076457,0.9893220663070679,0.9861117927357554,Positive
1.26e+18,2020-05-10,2020-05-10,2020-05-04,2020,5,0,Sunday,Apr-Jun 2020,johndrummey,Twitter for Android,en,"Tralee, Co Kerry, Ireland",Covid_19,,Germany's #Covid_19 infection rate rises after lockdown eased. Is it too early to lift some of the restrictions in Ireland?,germany infection rate rise lockdown eased early lift restriction ireland,eased,0,12,0.3931485116481781,0.5890618562698364,0.017789652571082115,-0.375358859077096,Neutral
1397640969932180000,2021-05-26,2021-05-26,2021-05-24,2021,5,0,Wednesday,Apr-Jun 2021,richardssewa,Twitter for iPhone,en,kampala Uganda,,PMC_Uganda,RT @PMC_Uganda: Reports indicate an increase in the cases of COVID-19 infections. Sanitise Mask up Seek help early Social distance Get…,rt USER report indicate increase case NUMBER infection sanitise mask seek help early social distance,indicate,0,0,0.5276092886924744,0.4596833288669586,0.012707343325018883,-0.5149019453674555,Negative
1389520273678920000,2021-05-04,2021-05-04,2021-05-03,2021,5,0,Tuesday,Apr-Jun 2021,barqpk,Buffer,en,Unknown,,,EID Sale Is On with upto 70% off only at https://t.co/yeUVSZcEZC Link: https://t.co/1UiTPDxmst . . 🛒Shop now at… https://t.co/7O5jXoXiGr,eid sale upto NUMBER URL link URL URL,upto,0,652,0.004240136593580246,0.48188516497612,0.5138746500015259,0.5096345134079456,Positive
1.26e+18,2020-05-24,2020-05-24,2020-05-18,2020,5,0,Sunday,Apr-Jun 2020,rt_barrie,Barrie Retweeter,en,"Barrie, Ontario",,ap236,"RT @ap236: Far more Ontarians are catching COVID-19 in community settings than previously known, Star analysis finds | TheIFP https://t.co/…",rt USER far ontarians catching NUMBER community setting previously known star analysis find theifp URL,ontarians,0,2,0.22657892107963562,0.7533977031707764,0.020023392513394356,-0.20655552856624126,Neutral
1400510000000000000,2021-06-03,2021-06-03,2021-05-31,2021,6,0,Thursday,Apr-Jun 2021,saleemkhan17,Twitter Web App,en,Pakistan,"APPNews, Pakistan, COVID19",appcsocialmedia,RT @appcsocialmedia: Govt disburses Rs 180 bln among 14.9 mln beneficiaries during COVID-19: Senate told #APPNews #Pakistan #COVID19 #Cor…,rt USER govt disburses r NUMBER bln among NUMBER mln beneficiary NUMBER senate told appnews pakistan,mln,0,1,0.30674323439598083,0.6739836931228638,0.019273141399025917,-0.2874700929969549,Neutral
1401290000000000000,2021-06-05,2021-06-05,2021-05-31,2021,6,0,Saturday,Apr-Jun 2021,wavector,Twitter Web App,en,"Mobile, Alabama",,MarthaAlberts17,"@MarthaAlberts17 ""Favorable outcome on viral load and culture viability using Ivermectin in early treatment of non-… https://t.co/KAQE2Y13Oy",USER favorable outcome viral load culture viability using ivermectin early treatment URL,ivermectin,0,0,0.007959311828017235,0.6691147089004517,0.32292601466178894,0.3149667028337717,Neutral
1405990000000000000,2021-06-18,2021-06-18,2021-06-14,2021,6,0,Friday,Apr-Jun 2021,tonihenderson,Twitter for Android,en,"Newbury, England",,RemainingKind,RT @RemainingKind: 11) Why aren’t contact tracers tracing contacts? I genuinely don’t understand. If we want to stop Covid 19 in it’s track…,rt USER NUMBER contact tracer tracing contact genuinely understand want stop covid NUMBER,contact,0,15,0.7348763346672058,0.2550951838493347,0.010028439573943615,-0.7248478950932622,Negative
1.26e+18,2020-05-08,2020-05-08,2020-05-04,2020,5,0,Friday,Apr-Jun 2020,lawbibliophile,Twitter for Android,en,Los Angeles County,,SenKamalaHarris,"RT @SenKamalaHarris: THREAD—let's talk about what's happening at Terminal Island prison. On March 5, I was the first senator to demand the…",rt USER thread let talk happening terminal island prison march NUMBER first senator demand,island,0,6,0.04489079862833023,0.9174714088439941,0.03763778135180473,-0.0072530172765254974,Neutral
